,Class Index,Description
11552,2,"BRISTOL, Tenn. - Ryan Newman cant afford any more missteps, which is a pretty tough row to hoe when the next race on the schedule is at Bristol Motor Speedway."
11553,2,Alan Camarillo had a special night. One that no baseball player would ever forget. His game-winning three-run home run in the top of the 10th gave
11554,4,"Federal authorities conducted six searches Wednesday in an attempt to disrupt a network used to trade copies of movies, software, games and music."
11555,4,AP - Customers of Sprint Corp. and SBC Communications Inc. will be able to use both companies' wireless Internet connections with less hassle under a reciprocal deal announced Friday.
11556,4,"AP - Personal computer giant Hewlett-Packard Co. is stepping deeper than ever into the consumer electronics arena with its fall product lineup  #151; so don't be surprised if you hear about ""HP TV"" along with ""HDTV"" when shopping for your next television."
11557,2,Chan Ho Park pitches six strong innings in his return from the disabled list and Texas equals its win total from last year by easily defeating Minnesota 8-3.
11558,1,"Chile's Supreme Court yesterday stripped former dictator Augusto Pinochet of immunity from prosecution, paving the way for possible trials of the 88-year-old general on charges of human rights abuses during his 17-year rule."
11559,3,"quot;I don #39;t think we ought to have 527s, quot; President Bush said the other day, referring to the political fund-raising and advocacy organizations that have sprouted in the wake of his signing the anti-free speech McCain-Feingold campaign-finance  quot;reform quot; law"
11560,3,"For months, homeland security officials have privately debated how to blunt criticism of their planned aviation screening system that passengers and airlines complained was overly intrusive."
11561,4,"The Justice Department announced yesterday that more than 150 people had been arrested, charged or convicted in the last three months in a wide-ranging sweep of criminal activity on the Internet."
11562,4,"CAPE CANAVERAL-- NASA aims to launch its first post-Columbia shuttle mission during a shortened nine-day window March, and failure to do so likely would delay a planned return to flight until at least May."
11563,4,"China #39;s consumer electronics market will grow by almost 90 percent to \$94 billion by 2007 as manufacturers shift to high-end digital products and away from more basic items like toys and watches, an industry publication forecasts."
11564,4,"An ad running in the UK that implied running a Linux operating system is ten times more expensive than running a Windows operating system has been oficially condemned as misleading by the UK #39;s Advertising Standards Authority (ASA), after public complaints"
11565,2,"Manchester, England (Sports Network) - Manchester United confirmed on its website Wednesday that is has made an offer to Everton for young striker Wayne Rooney."
11566,2,"Manager Dusty Baker took RF Sammy Sosa up on his offer to bat fifth, marking the first time Sosa hit in that slot since 1994. Of the 56 players with at least 100 at-bats in the cleanup spot, Sosa was second-to-last in batting average."
11567,1,Former Chilean dictator General Augusto Pinochet has lost his immunity by order of the countrys Supreme Court. Pinochet overthrew democratically elected socialist President Salvadore Allende and ruled Chile from 1973 to 1990.
11568,4,"a large hole, quot; said Parsons.  quot;Our expectation is that we #39;ll fix the tank and there won #39;t be anything like that we #39;ll have to deal with."
11569,4,The phone giant #39;s mobile unit is not just a great telecom operation. It may be one of the best companies in the world. Verizon Communications (VZ ) Chief Executive Ivan Seidenberg is a fan of management guru
11570,1,"GAZA CITY -- An explosion wounded a senior Islamic Jihad field commander, Mohammed Khalil, in a Gaza refugee camp Thursday in what the Palestinian militant group said was an assassination attempt by Israel."
11571,1,"Reuters - Taiwan rescue workers dug out seven\bodies from mud and rock in a mountain village that was hit by\a devastating landslide triggered by Typhoon Aere, but eight\still remained buried, officials said on Friday."
11572,2,Britain's Tim Brabants is set to go for gold in the men's K1 kayak final at 0630 BST.
11573,3,"US oil prices rose on Friday, stemming five days of losses, but dealers expected a further slide towards \$40 a barrel as worries of potential supply disruptions ease."
11574,3,"Hewlett-Packard on Friday will launch 25 consumer products, part of its push toward digital entertainment as some of its other units struggle."
11575,3,"The crisis caused by the truckers strike deepened today after the Delhi Police arrested OP Agarwal, the chairman of the All India Transporters Welfare Association (AITWA)."
11576,3,National Foods Ltd. increased second- half profit by 12 percent as Australia #39;s biggest fresh milk supplier expanded its range of gourmet foods and sold more Pura Classic and other flavored milk drinks in convenience stores.
11577,2,"What a night for US athletes in Olympic track and field. Even in the event that went to another country, an American won. Shawn Crawford, Bernard Williams and Justin Gatlin swept the 200."
11578,2,The NCAA yesterday denied the University of Southern California #39;s request to restore the college football eligibility of all-American wide receiver Mike Williams.
11579,1,"DUBAI, United Arab Emirates, Aug. 26 -- The kidnappers of Italian journalist Enzo Baldoni, taken hostage in Iraq, said they had killed him, al-Jazeera television reported Thursday."
11580,1,"SYDNEY: Australia announced on Thursday a cruise missile programme to acquire the regions  quot;most lethal quot; air combat capacity, but critics quickly denounced the plan as a foolish provocation to its neighbours."
11581,1,ISLAMABAD: Parliamentary party of the Pakistan Muslim League and its allies on Thursday lauded the political wisdom and acumen of Chaudhry Shujaat Hussain during his short tenure as the prime minister.
11582,3,The European Commission has decided to open an in-depth investigation into the proposed joint acquisition by Microsoft and Time Warner of a US company called ContentGuard.
11583,3,"ALBANY, NYGlaxoSmithKline PLC agreed yesterday to release negative data on the safety and effectiveness of its drugs to settle a lawsuit by New York #39;s attorney general that accused the pharmaceutical maker of misrepresenting data on prescribing its"
11584,3,Digital video recorder pioneer TiVo sent mixed signals Thursday about the progress of its ambitious effort to win new subscribers and become profitable.
11585,3,"WASHINGTON -- The Boeing Co., the second-biggest US defense contractor, won a \$54 million contract to launch four navigation satellites for the Air Force in the second exception to a ban imposed on the company last year."
11586,4,"A year after a scathing report on the shuttle Columbia tragedy criticized NASA #39;s safety and management culture, a consultant hired to make changes said Thursday the space agency is showing signs of recovery."
11587,4,"It #39;s a scenario only too familiar to those of us who drive the mean streets and main thoroughfares of this city - except that, in this case, it #39;s the start of an editorial by Stanford University psychology professor Brian Knutson published today in"
11588,2,"ATHENS, Greece - When the first whistle chirped, US women #39;s soccer icon Mia Hamm thought it was merely a foul call. She wondered when the endless, harrowing gold medal match against Brazil would finally end."
11589,2,"Once again the elitist left-wing media is attempting to make Americans feel guilty for achieving excellence. Paul Hamm followed the rules, performed a brilliant high-bar routine and won the gold medal fair and square."
